Song Name,Lyrics
Tumbling Dice,"Mmm yeah! (Woo, woo)
Women think I'm tasty, but they're always tryin' to waste me
Make me burn the candle right down
But, baby, baby, don't need no jewels in my crown
'Cause all you women is low down gamblers
Cheatin' like I don't know how
Baby, got no flavor, fever in the funk house now
This low down bitchin' got my poor feet a itchin'
Don't you know you know the duece is still wild
Baby, I can't stay, you got to roll me
And call me the tumblin' dice
Always in a hurry, I never stop to worry
Don't you see the time flashin' by
Honey, got no money
I'm all sixes and sevens and nines
Say now baby, I'm the rank outsider
You can be my partner in crime
Baby, I can't stay
You got to roll me and call me the tumblin'
Roll me and call me the tumblin' dice
Now baby
Oh my, my, my, I'm the lone crap shooter
Playin' the field ev'ry night
Baby, I can't stay
You got to roll me and call me the tumblin' dice (Call me the tumblin')
Got to roll me (ya yes), got to roll me, got to roll me (Oh yeah)
Got to roll me
Got to roll me (yeah)
Got to roll me (Keep on rolling)
Got to roll me (Keep on rolling)
Got to roll me (Keep on rolling)
Got to roll me
Call me the tumblin' dice, yeah
Got to roll me
Got to roll me
Baby sweet as sugar (Got to roll me)
Yeah, my, my, my yeah (Got to roll me)
Now now now now (Got to roll me)
I went down baby, oh
Got to roll me (hit me)
Baby I'm down"
You Can't Always Get What You Want,"I saw her today at the reception
A glass of wine in her hand
I knew she would meet her connection
At her feet was her footloose man
No, you can't always get what you want
You can't always get what you want
You can't always get what you want
But if you try sometime you'll find
You get what you need
I saw her today at the reception
A glass of wine in her hand
I knew she was gonna meet her connection
At her feet was her footloose man
You can't always get what you want
You can't always get what you want
You can't always get what you want
But if you try sometimes, well, you might find
You get what you need
Ah, yeah
Oh
And I went down to the demonstration
To get my fair share of abuse
Singing, ""We're gonna vent our frustration
If we don't we're gonna blow a fifty-amp fuse""
Sing it to me, honey
You can't always get what you want
You can't always get what you want
You can't always get what you want
But if you try sometimes, well, you just might find
You get what you need
Ah baby, yeah
Ah
I went down to the Chelsea drugstore
To get your prescription filled
I was standing in line with Mr. Jimmy
And, man, did he look pretty ill
We decided that we would have a soda
My favorite flavor, cherry red
I sung my song to Mr. Jimmy
Yeah, and he said one word to me, and that was ""dead""
I said to him
You can't always get what you want, well no
You can't always get what you want. I tell you, baby
You can't always get what you want, no
But if you try sometimes you just might find, uh, mm
You get what you need, oh yeah, woo!
Ah, woo!
You get what you need, yeah, oh baby
Ah yeah
I saw her today at the reception
In her glass was a bleeding man
She was practiced at the art of deception
Well, I could tell by her blood-stained hands, sing it
You can't always get what you want, yeah
You can't always get what you want, ooh yeah, child
You can't always get what you want
But if you try sometimes you just might find
You just might find
You get what you need, ah yeah
Ah baby, woo!
Ah, you can't always get what you want, no, no, baby
You can't always get what you want, you can't now, now
You can't always get what you want
But if you try sometimes you just might find
You just might find that you
You get what you need, oh yeah
Ah yeah, do that"
She's A Rainbow,"She comes in colours everywhere
She combs her hair
She's like a rainbow
Coming, colours in the air
Oh, everywhere
She comes in colours
She comes in colours everywhere
She combs her hair
She's like a rainbow
Coming, colours in the air
Oh, everywhere
She comes in colours
Have you seen her dressed in blue?
See the sky in front of you
And her face is like a sail
Speck of white so fair and pale
Have you seen a lady fairer?
She comes in colours everywhere
She combs her hair
She's like a rainbow
Coming, colours in the air
Oh, everywhere
She comes in colours
Have you seen her all in gold?
Like a queen in days of old
She shoots her colours all around
Like a sunset going down
Have you seen a lady fairer?
She comes in colours everywhere
She combs her hair
She's like a rainbow
Coming, colours in the air
Oh, everywhere
She comes in colours
She's like a rainbow
Coming, colours in the air
Oh, everywhere
She comes in colours"
Waiting On A Friend - Remastered 2009,"Do-do-ooh-ooh-ooh, ooh-ooh, yeah, yeah
Ooh-ooh-ooh-ooh, ooh-ooh, ooh-ooh, yeah, yeah
Watching girls go passing by
It ain't the latest thing
I'm just standing in a doorway
I'm just trying to make some sense
I love these girls who're passing by
The tales they tell of men
I'm not waiting on a lady
I'm just waiting, oh, on a friend
Ooh, a smile relieves a heart that grieves
Remember what I said
I'm not waiting on a lady
I'm just waiting on a friend
I'm just waiting on a friend
Just waiting on a friend
I'm just waiting on a friend
I'm just waiting on a friend
I'm just waiting on a friend
Ooh-ooh-ooh-ooh, ooh-ooh, ooh-ooh, yeah, yeah
Ooh-ooh-ooh-ooh, ooh-ooh, ooh-ooh, yeah, yeah
Don't need a whore
I don't need no booze
Don't need a virgin priest
But I need someone I can cry to
I need someone to protect
Ooh, making love and breaking hearts
It is a game for youth
But I'm not waiting on a lady
I'm just waiting on a friend
I'm just waiting on a friend
I'm just waiting on a friend
I'm just waiting on a friend
I'm just waiting on a friend
I'm just waiting on a friend
I'm just waiting on a friend
Ooh-ooh-ooh-ooh, ooh-ooh, ooh-ooh, yeah, yeah
Ooh-ooh-ooh-ooh, ooh-ooh, ooh-ooh, yeah, yeah"
Anybody Seen My Baby? - Remastered,"She confessed her love to me
Then she vanished on the breeze
Trying to hold on to that was just impossible
She was more than beautiful
Closer to ethereal
With a kind of down to earth flavor
Close my eyes
It's three in the afternoon
Then I realize
That she's really gone for good
Anybody seen my baby
Anybody seen her around
Love has gone and made me blind
I've looked but I just can't find
She has gotten lost in the crowd
And I was flippin' magazines
In that place on Mercer street
When I thought I spotted her
And getting on a motor bike
Looking really lady like
Didn't she just give me a wave?
Salty tears
It's three in the afternoon
Has she disappeared
Has she really gone for good
Anybody seen my baby
Anybody seen her around
If I just close my eyes
I reach out and touch the prize
Anybody seen her around
Oh yeah that's what I'm sayin'
We came to rock for Brooklyn
And Queens and Long Island
And all over the world
We came to rock for everybody like this
Anybody seen my baby (anybody, anybody seen my baby)
Anybody seen her, anybody seen her around
If I just close my eyes
I reach out, I reach out and touch the prize
Anybody seen her around
anybody seen my baby
Anybody seen her around (lost, lost and never found)
(Oh yeah) I must have called her a thousand times
Oh, sometimes I think she's just in my imagination"
Dead Flowers - 2009 Mix,Unavailable
As Tears Go By - Mono Version,Unavailable
Play With Fire - Mono Version,"Well you've got your diamonds
And you've got your pretty clothes
And the chauffeur drives your car
You let everybody know
But don't play with me
'Cause you're playing with fire
Your mother she's an heiress
Owns a block in Saint John's Wood
And your father'd be there with her
If he only could
But don't play with me
'Cause you're playing with fire
Your old man took her diamond's
And tiaras by the score
Now she gets her kicks in Stepney
Not in Knightsbridge anymore
So don't you play with me
'Cause you're playing with fire
Now you've got some diamonds
And you will have some others
But you'd better watch your step girl
Or start living with your mother
So don't you play with me
'Cause you're playing with fire
So don't you play with me
'Cause you're playing with fire"
Street Fighting Man - 50th Anniversary Edition,Unavailable
Can't You Hear Me Knocking - 2009 Mix,"Yeah, you got satin shoes
Yeah, you got plastic boots
Y'all got cocaine eyes
Yeah, you got speed freak jive, jive
Can't you hear me knockin'?
On your window
Can't you hear me knockin'?
On your door, oh oh
Can't you hear me knockin'?
Down your dirty street
Yeah
Help me baby, ain't no stranger
Help me baby, ain't no stranger
Help me baby, ain't no stranger
Can't you hear me knockin'?
Ahh, are you safe asleep?
Can't you hear me knockin'?
Yeah, down the gas light street, now
Can't you hear me knockin'?
Yeah, throw me down the keys
Alright now
Hear me ringin' big bell tolls
Hear me singin' soft and low
I've been beggin' on my knees
I've been kickin', help me please
Hear me prowlin'
I'm gonna take you down
Hear me growlin'
Yeah, I've got fatter feet now, now, now, now
Hear me howlin'
And all, all around your street now
Hear me knockin'
And all, all around your town"
Get Off Of My Cloud - Mono Version,Unavailable
Sweet Virginia,"Wadin' through the waste stormy winter
And there's not a friend to help you through
Tryin' to stop the waves behind your eyeballs
Drop your reds, drop your greens and blues
Thank you for your wine, California
Thank you for your sweet and bitter fruits
Yes I got the desert in my toenail
And I hid the speed inside my shoe
But come on, come on down Sweet Virginia
Come on, honey child, beg you
Come on, come on down, you got it in ya
Got to scrape the shit right off your shoes
Yeah, I want you to come on, come on down Sweet Virginia
I want you to come on, come on down Sweet Virginia
I want you come on, honey child, I beg you
I want you come on, honey child you got it in you
Got to scrape that shit right off your shoes
But come on, come on down Sweet Virginia
Come on, come on down, I beg
Come on, come on down, you got it in you
Got to scrape that shit right off your shoes"
She's So Cold - Remastered,"I'm so hot for her, I'm so hot for her
I'm so hot for her and she's so cold
I'm so hot for her, I'm on fire for her
I'm so hot for her and she's so cold
I'm the burning bush, I'm the burning fire
I'm the bleeding volcano
I'm so hot for her, I'm so hot for her
I'm so hot for her and she's so cold
Yes, I tried re-wiring her, tried re-firing her
I think her engine is permanently stalled
She's so cold she's so cold
She's so cold cold cold
Like a tombstone
She's so cold, she's so cold
She's so cold cold cold like an ice cream cone
She's so cold she's so cold
Oh when I touch her, my hand just froze
Yeah, I'm so hot for her, I'm so hot for her
I'm so hot for her and queen of soul
Put your hand on the heat, put your hand on the heat
Aw, c'mon baby, let's go
She's so cold, she's so cold, cold, she's so c-c-c-old
But she's beautiful, though
Yeah, she's so cold
She's so cold, she's so cold
I think she was born in an arctic zone
She's so cold she's so cold, cold, cold
When I touch her, my hand just froze
She's so cold, she's so goddamn cold she's so
Cold cold cold, she's so cold
Who would believe you were a beauty indeed
When the days get shorter and the nights get long
Night fades when the rain comes
Nobody will know, when you're old
When you're old, nobody will know
That you was a beauty, a sweet sweet beauty
A sweet sweet beauty, but stone stone cold
You're so cold, you're so cold, cold, cold
You're so cold, you're so cold
I'm so hot for you, I'm so hot for you
I'm so hot for you and you're so cold
I'm the burning bush, I'm the burning fire
I'm the bleeding volcano"
Heaven - Remastered,"Smell of you baby, my senses, my senses be praised
Smell of you baby, my senses, my senses be praised
Kissing and running, kissing and running away
Kissing and running, kissing and running away
Senses be praised
Senses be praised
You're my saving grace
Saving grace
Nothing will harm you
Nothing will stand in your way
Nothing, nothing
Nothing will stop you
And nothing will stand in your way
No one will harm you
No one will stand in your way
No one will bar you
Nothing will stand in your way
Nothing
There's nothing"
It's Only Rock'n'Roll (But I Like It) - Remastered 2009,"… If I could stick my pen in my heart
And spill it all over the stage
Would it satisfy ya, would it slide on by ya
Would you think the boy is strange?
Ain't he strange?
… If I could win ya, if I could sing ya
A love song so divine
Would it be enough for your cheating heart
If I broke down and cried?
If I cried?
… I said I know it's only rock 'n' roll but I like it
I know it's only rock 'n' roll but I like it, like it, yes, I do
Oh, well, I like it, I like it, I like it
I said can't you see that this old boy has been a lonely?
… If I could stick a knife in my heart
Suicide right on stage
Would it be enough for your teenage lust
Would it help to ease the pain?
Ease your brain?
… If I could dig down deep in my heart
Feelings would flood on the page
Would it satisfy ya, would it slide on by ya
Would ya think the boy's insane?
He's insane
… I said I know it's only rock 'n' roll but I like it
I said I know it's only rock'n roll but I like it, like it, yes, I do
Oh, well, I like it, yeah, I like it, I like it
I said can't you see that this old boy has been a lonely?
… And do ya think that you're the only girl around?
I bet you think that you're the only woman in town, ah, ooh yeah
… I said I know it's only rock 'n' roll but I like it
I said I know it's only rock 'n' roll but I like it
I know it's only rock 'n' roll but I like it, yeah
I know it's only rock 'n' roll but I like it, like it, yes, I do
Oh, well, I like it, I like it, I like it, I like it
I like it, I like it, I like it (only rock 'n roll') but I like it
(It's only rock 'n' roll) but I like it (only rock 'n' roll) but I like it
(Only rock 'n' roll) but I like it (only rock 'n' roll) but I like it
(Only rock 'n' roll) but I like it (only rock 'n' roll) but I like it
(Only rock 'n' roll) but I like it (only rock 'n' roll) but I like it
(Only rock 'n' roll) but I like it (only rock 'n' roll) but I like it
(Only rock 'n' roll) but I like it, yeah, but I like it
Oh and I like it, ooh yeah I like it"
Fool To Cry - Remastered 2009,Unavailable
Love Is Strong,"Your love is strong and you're so sweet
You make me hard, you make me weak
Love is strong and you're so sweet
And someday babe, we got to meet
A glimpse of you was all it took
A stranger's glance, it got me hooked
And I followed you across the stars
I looked for you in seedy bars
What are you scared of, baby?
It's more than just a dream
I need some time
We make a beautiful team, a beautiful team
Well, love is strong and you're so sweet (you're so sweet)
And someday babe, we got to meet (got to meet)
Just anywhere out in the park
Out on the street and in the dark
I followed you through swirling seas
Down darkened woods with silent trees
Your love is strong and you're so sweet (you're so sweet)
You make me hard, you make me weak
What are you scared of, baby?
It's more than just a dream
I need some time
We make a beautiful team, beautiful
I wait for you until the dawn
My mind is ripped, my heart is torn
Your love is strong and you're so sweet
Your love is bitter and taken neat
Love is strong, yeah (you're so sweet)
(Got to meet) Love is strong, oh
(You're so sweet) you're so sweet, yeah
(Got to meet) strong
(You're so sweet) got to meet, got to meet
(You're so sweet)
(You're so sweet)
(Got to meet)
(You're so sweet)"
Emotional Rescue - Remastered 2009,"Is there nothing I can say, nothing I can do
To change your mind? I'm so in love with you
You're too deep in, you can't get out
You're just a poor girl in a rich man's house
Ooh, ooh, ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh, ooh, ooh
Yeah, baby, I'm crying over you!
Don't you know promises were never meant to keep?
Just like the night, they dissolve off in sleep
I'll be your saviour, steadfast and true
I'll come to your emotional rescue
I'll come to your emotional rescue
Ooh, ooh, ooh, ooh, ooh, ooh, ooh
Ooh, ooh, ooh, ooh, ooh, ooh, ooh pfff
Yeah, the other night, cryin'
Cryin' baby. yeah I'm cryin'
Yeah I'm like a child baby, I'm like a child baby, like a child,
Yeah like a child, like a child, like a child, like a child
Ooh!
You think you're one of a special breed
You think that you're his pet Pekinese
I'll be your saviour, steadfast and true
I'll come to your emotional rescue
I'll come to your emotional rescue
Ooh ah, ah, ah, ooh, ah, ah
Ooh ah, ah, ah, ooh, ah, ah
Yeah, I was dreamin' last night baby
Last night... I was dreamin' that you'd be mine
But I was cryin' yeah... like a child
Yeah I was cryin'... cryin' like a child
Could be mine, mine, mine, mine, mine all mine!
You could be mine, could be mine, could be mine all mine!
I come to you, so silent in the night
So stealthy, so animal quiet
I'll be your saviour, steadfast and true
I'll come to your emotional rescue
I'll come to your emotional rescue
Ooh ah, ah, ah, ah, ah, ah, ah
Yeah, you should be mine, mine, ooh!
Mmm
Yes, you could be mine
Tonight and every night
I will be your knight in shining armor coming to your emotional rescue
(Ooh ah, ah, ah, ooh, ah, ah)
You will be mine, you will be mine, all mine!
(Ooh ah, ah, ah, ooh, ah, ah)
You will be mine, you will be mine, all mine!
I will be your knight in shining armour
Riding across the desert
On a fine Arab charger
Pfff
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)
(Ooh ah, ah, ah, ooh, ah, ah)"
Let's Spend The Night Together,"Don't you worry 'bout what's on your mind, oh my
I'm in no hurry, I can take my time, oh my
I'm going red and my tongue's getting tied
(Tongue's getting tied)
I'm off my head and my mouth's getting dry
I'm high, but I try, try, try, oh my
Let's spend the night together
Now I need you more than ever
Let's spend the night together now
I feel so strong that I can't disguise, oh my
(Let's spend the night together)
But I just can't apologize, oh no
(Let's spend the night together)
Don't hang me up and don't let me down
(Don't let me down)
We could have fun just groovin' around
Around, and round, and oh my my
Let's spend the night together
Now I need you more than ever
Let's spend the night together
Let's spend the night together
Now I need you more than ever
You know I'm smiling, baby
You need some guiding, baby
I'm just deciding, baby, now
I need you more than ever
Let's spend the night together
Let's spend the night together now
Oh my my my my my my my
This doesn't happen to me every day, oh my
(Let's spend the night together)
No excuses offered anyway, oh my
(Let's spend the night together)
I'll satisfy your every need
(Your every need)
And now I know you will satisfy me
Oh my my my my my my
Together now, oh my my my my my my my
Now I need you, need you more than ever, oh my
(Let's spend the night together)
I'll satisfy your every need, whoa my my
Now I know, I know you'll satisfy me, whoa my my
(Let's spend the night together)
I beg you baby, whoa my my my my my my
Oh come on now
Oh baby my my my my"
