Song Name,Lyrics
Karma,"You're talking shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around
And I keep my side of the street clean
You wouldn't know what I mean
'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that
Spider-boy, king of thieves
Weave your little webs of opacity
My pennies made your crown
Trick me once, trick me twice
Don't you know that cash ain't the only price?
It's coming back around
And I keep my side of the street clean
You wouldn't know what I mean
'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that
Ask me what I learned from all those years
Ask me what I earned from all those tears
Ask me why so many fade, but I'm still here
(I'm still, I'm still here)
'Cause karma is the thunder
Rattling your ground
Karma's on your scent like a bounty hunter
Karma's gonna track you down
Step by step from town to town
Sweet like justice, karma is a queen
Karma takes all my friends to the summit
Karma is the guy on the screen
Coming straight home to me
'Cause karma is my boyfriend (karma is my boyfriend)
Karma is a god
Karma is the breeze in my hair on the weekend (weekend)
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that
Karma is my boyfriend
Karma is a god
Karma's a relaxing thought"
Sweet Nothing,"I spy with my little tired eye
Tiny as a firefly
A pebble that we picked up last July
Down deep inside your pocket
We almost forgot it
Does it ever miss Wicklow sometimes?
Ooh...
They said the end is coming
Everyone's up to something
I find myself running home to your
Sweet nothings
Outside they're push and shoving
You're in the kitchen humming
All that you ever wanted from me was
Sweet nothing
On the way home
I wrote a poem
You say, ""what a mind""
This happens all the time
Ooh...
'Cause they said the end is coming
Everyone's up to something
I find myself running home to your
Sweet nothings
Outside they're push and shoving
You're in the kitchen humming
All that you ever wanted from me was
... nothing
Industry disrupters and soul deconstructors
And smooth-talking hucksters
Out glad-handing each other
And the voices that implore
""You should be doing more""
To you I can admit
That I'm just too soft for all of it
Ooh...
They said the end is coming
Everyone's up to something
I find myself running home to your
Sweet nothings
Outside they're push and shoving
You're in the kitchen humming
All that you ever wanted from me was
Sweet nothing
They said the end is coming
Everyone's up to something
I find myself running home to your
Sweet nothings
Outside they're push and shoving
You're in the kitchen humming
All that you ever wanted from me was
Sweet nothing"
Mastermind,"Once upon a time, the planets and the fates
And all the stars aligned
You and I ended up in the same room
At the same time
And the touch of a hand lit the fuse
Of a chain reaction of countermoves
To assess the equation of you
Checkmate, I couldn't lose
What if I told you none of it was accidental
And the first night that you saw me, nothing was gonna stop me?
I laid the groundwork and then, just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all by design
'Cause I'm a mastermind
You see, all the wisest women
Had to do it this way
'Cause we were born to be the pawn
In every lover's game
If you fail to plan, you plan to fail
Strategy sets the scene for the tale
I'm the wind in our free-flowing sails
And the liquor in our cocktails
What if I told you none of it was accidental
And the first night that you saw me, I knew I wanted your body?
I laid the groundwork and then, just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all my design
'Cause I'm a mastermind
No one wanted to play with me as a little kid
So I've been scheming like a criminal ever since
To make them love me and make it seem effortless
This this the first time I've felt the need to confess
And I swear
I'm only cryptic and Machiavellian 'cause I care
So I told you none of it was accidental
And the first night that you saw me, nothing was gonna stop me
I laid the groundwork and then saw a wide smirk
On your face, you knew the entire time
You knew that I'm a mastermind
And now you're mine
Yeah, all you did was smile
'Cause I'm a mastermind"
The Great War,"My knuckles were bruised like violets
Sucker punching walls, cursed you as I sleep-talked
Spineless in my tomb of silence
Tore your banners down, took the battle underground
And maybe it was ego swinging
Maybe it was her
Flashes of the battle come back to me in a blur
All that bloodshed, crimson clover
Uh-huh, sweet dream was over
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, tears on the letter
I vowed not to cry anymore
If we survived the Great War
You drew up some good faith treaties
I drew curtains closed, drank my poison all alone
You said I have to trust more freely
But diesel is desire, you were playin' with fire
And maybe it's the past that's talkin'
Screamin' from the crypt
Tellin' me to punish you for things you never did
So I justified it
All that bloodshed, crimson clover
Uh-huh, the bombs were close and
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, the burning embers
I vowed not to fight anymore
If we survived the Great War
Uh-huh
Uh-huh
It turned into something bigger
Somewhere in the haze, got a sense I'd been betrayed
Your finger on my hair pin triggers
Soldier down on that icy ground
Looked up at me with honor and truth
Broken and blue, so I called off the troops
That was the night I nearly lost you
I really thought I lost you
We can plant a memory garden
Say a solemn prayer, place a poppy in my hair
There's no morning glory, it was war, it wasn't fair
And we will never go back
To that bloodshed, crimson clover
Uh-huh, the worst was over
My hand was the one you reached for
All throughout the Great War
Always remember
Uh-huh, we're burned for better
I vowed I would always be yours
'Cause we survived the Great War
Uh-huh
Uh-huh
I would always be yours
'Cause we survived the Great War
Uh-huh
I vowed I would always be yours"
Bigger Than The Whole Sky,Unavailable
Paris,"""Your ex-friend's sister
Met someone at a club and he kissed her
Turns out it was that guy you hooked up with ages ago
Some wannabe Z-lister
And all the outfits were terrible
2003 unbearable
Did you see the photos?""
No, I didn't, but thanks, though
I'm so in love that I might stop breathing
Drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
Stumbled down pretend alleyways
Cheap wine, make believe it's champagne
I was taken by the view
Like we were in Paris
Like we were somewhere else
Like we were in Paris, oh
We were somewhere else
Privacy sign on the door
And on my page and on the whole world
Romance is not dead if you keep it just yours
Levitate above all the messes made
Sit quiet by my side in the shade
And not the kind that's thrown
I mean, the kind under where a tree has grown
I'm so in love that I might stop breathing
Drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
Stumbled down pretend alleyways
Cheap wine, make believe it's champagne
I was taken by the view
Like we were in Paris, oh
Like we were somewhere else
Like we were in Paris, oh
We were somewhere else
I wanna brainwash you
Into loving me forever
I wanna transport you
To somewhere the culture's clever
Confess my truth
In swooping, sloping, cursive letters
Let the only flashing lights be the tower at midnight
In my mind
We drew a map on your bedroom ceiling
No, I didn't see the news
'Cause we were somewhere else
In an alleyway, drinking champagne
'Cause we were in Paris
Yes, we were somewhere else
My love, we were in Paris
Yes, we were somewhere else"
High Infidelity,"Lock broken
Slur spoken
Wound open
Game token
I didn't know you were keeping count
Rain soaking
Blind hoping
You said I was
Freeloading
I didn't know you were keeping count
High infidelity
Put on your records
And regret me
I bent the truth too far tonight
I was dancing around
Dancing around it
High infidelity
Put on your headphones
And burn my city
Your picket fence is sharp as knives
I was dancing around
Dancing around it
Do you really want to know where I was April 29th?
Do I really have to chart the constellations in his eyes?
Storm coming
Good husband
Bad omen
Dragged my feet right down the aisle
At the house lonely
Good money
I'd pay if you'd just know me
Seemed like the right thing at the time
You know there's many different ways that you can kill the one you love
The slowest way is never loving them enough
Do you really want to know where I was April 29th?
Do I really have to tell you how he brought me back to life?
High infidelity
Put on your records and regret me
I bent the truth too far tonight
I was dancing around
Dancing around it
High infidelity
Put on your headphones and burn my city
Your picket fence is sharp as knives
I was dancing around, dancing around it
Do you really want to know where I was April 29th?
Do I really have to chart the constellations in his eyes?
You know there's many different ways that you can kill the one you love
The slowest way is never loving them enough
High infidelity
Put on your records and regret meeting me
I bent the truth too far tonight
I was dancing around
Dancing around it
High infidelity
Put on your headphones and burn my city
Your picket fence is sharp as knives
I was dancing around
Dancing around it
Oh, there's many different ways that you can kill the one you love
And it's never enough, it's never enough
Lock broken
Slur spoken
Wound open
Game token
I didn't know you were keeping count
Rain soaking
Blind hoping
You said I was
Freeloading
I didn't know you were keeping count
But oh, you were keeping count"
Glitch,"We were supposed to be just friends
You don't live in my part of town, but maybe I'll see you out some weekend
Depending on what kind of mood and situation-ship I'm in
And what's in my system
I think there's been a glitch, oh, yeah
Five seconds later, I'm fastening myself to you with a stitch, oh, yeah
And I'm not even sorry
Nights are so starry, blood moonlit
It must be counterfeit
I think there's been a glitch, oh, yeah
I was supposed to sweat you out
In search of glorious happenings of happenstance on someone else's playground
But it's been two thousand one hundred and 90 days of our love blackout
The system's breaking down (the system's breaking down)
I think there's been a glitch
Five seconds later, I'm fastening myself to you with a stitch
And I'm not even sorry
Nights are so starry, blood moonlit
It must be counterfeit
I think there's been a glitch
A brief interruption, a slight malfunction
I'd go back to wanting dudes who give nothing
I thought we had no chance
And that's romance, let's dance
Glitch
Five seconds later, I'm fastening myself to you with a stitch
And I'm not even sorry
Nights are so starry, blood moonlit
It must be counterfeit
I think there's been a glitch"
"Would've, Could've, Should've","If you would've blinked then I would've
Looked away at the first glance
If you tasted poison, you could've
Spit me out at the first chance
If I was some paint, did it splatter
On a promising grown man?
And if I was a child, did it matter
If you got to wash your hands?
Ooh, oh
All I used to do was pray
Would've, could've, should've
If you'd never looked my way
I would've stayed on my knees
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering
If you never touched me, I would've
Gone along with the righteous
If I never blushed, then they could've
Never whispered about this
And if you never saved me from boredom
I could've gone on as I was
But, Lord, you made me feel important
And then you tried to erase us
Ooh, oh
You're a crisis of my faith
Would've, could've, should've
If I'd only played it safe
I would've stayed on my knees
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering
God rest my soul, I miss who I used to be
The tomb won't close, stained glass windows in my mind
I regret you all the time
I can't let this go, I fight with you in my sleep
The wound won't close, I keep on waiting for a sign
I regret you all the time
If clarity's in death, then why won't this die?
Years of tearing down our banners, you and I
Living for the thrill of hitting you where it hurts
Give me back my girlhood, it was mine first
And I damn sure never would've danced with the devil
At nineteen
And the God's honest truth is that the pain was heaven
And now that I'm grown, I'm scared of ghosts
Memories feel like weapons
And now that I know, I wish you'd left me wondering
God rest my soul, I miss who I used to be
The tomb won't close, stained glass windows in my mind
I regret you all the time
I can't let this go, I fight with you in my sleep
The wound won't close, I keep on waiting for a sign
I regret you all the time
Oh, God rest my soul, I miss who I used to be
The tomb won't close, stained glass windows in my mind
I regret you all the time
I can't let this go, I fight with you in my sleep
The wound won't close, I keep on waiting for a sign
I regret you all the time"
Dear Reader,"Dear reader
If it feels like a trap, you're already in one
Dear reader
Get out your map, pick somewhere and just run
Dear reader
Burn all the files, desert all your past lives
And if you don't recognize yourself
That means you did it right
Never take advice from someone who's falling apart
Never take advice from someone who's falling apart
(You should find another)
Dear reader
Bend when you can, snap when you have to
Dear reader
You don't have to answer, just 'cause they asked you
(You should find another)
Dear reader
The greatest of luxuries is your secrets
Dear reader
When you aim at the devil make sure you don't miss
Never take advice from someone who's falling apart
Never take advice from someone who's falling apart
So I wander through these nights
I prefer hiding in plain sight
My fourth drink in my hand
These desperate prayers of a cursed man
Spilling out to you for free
But darling, darling, please
You wouldn't take my word for it
If you knew who was talking
If you knew where I was walking
To a house, not a home, all alone 'cause nobody's there
Where I pace in my pen and
My friends found friends who care
No one sees when you lose
When you're playing solitaire
You should find another guiding light
Guiding light
But I shine so bright
You should find another guiding light
Guiding light
But I shine so bright
You should find another
You should find another
Guiding light
But I shine so bright
You should find another
You should find another"
Blank Space,"Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there and I thought
""Oh, my God, look at that face
You look like my next mistake
Love's a game, wanna play?"" Ay
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So hey, let's be friends
I'm dying to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young, and we're reckless
We'll take this way too far
It'll leave you breathless, mm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the King, baby, I'm your Queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come, oh, no
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessing like
""Oh, my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young, and we're reckless (oh)
We'll take this way too far
It'll leave you breathless, mm (oh)
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane (insane)
But I've got a blank space, baby
And I'll write your name
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over (over)
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane (I'm insane)
'Cause you know I love the players
And you love the game
'Cause we're young, and we're reckless
We'll take this way too far (ooh)
It'll leave you breathless, mm
Or with a nasty scar (leave a nasty scar)
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name"
Wildest Dreams (Taylor's Version),Unavailable
august,"Salt air, and the rust on your door
I never needed anything more
Whispers of ""Are you sure?""
""Never have I ever before""
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine
Your back beneath the sun
Wishin' I could write my name on it
Will you call when you're back at school?
I remember thinkin' I had you
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine
Back when we were still changin' for the better
Wanting was enough
For me, it was enough
To live for the hope of it all
Cancel plans just in case you'd call
And say, ""Meet me behind the mall""
So much for summer love and saying ""us""
'Cause you weren't mine to lose
You weren't mine to lose, no
But I can see us lost in the memory
August slipped away into a moment in time
'Cause it was never mine
And I can see us twisted in bedsheets
August sipped away like a bottle of wine
'Cause you were never mine
'Cause you were never mine, never mine
But do you remember?
Remember when I pulled up and said, ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all, for the hope of it all
""Meet me behind the mall""
Remember when I pulled up and said, ""Get in the car""
And then canceled my plans just in case you'd call?
Back when I was livin' for the hope of it all (for the hope of it all)
For the hope of it all
For the hope of it all
(For the hope of it all)
(For the hope of it all)"
Style,Unavailable
Don’t Blame Me,"Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
I've been breakin' hearts a long time, and
Toyin' with them older guys
Just playthings for me to use
Something happened for the first time, in
The darkest little paradise
Shakin, pacin', I just need you
For you, I would cross the line
I would waste my time
I would lose my mind
They say, ""She's gone too far this time""
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh, Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
My name is whatever you decide
And I'm just gonna call you mine
I'm insane, but I'm your baby (your baby)
Echoes (echoes) of your name inside my mind
Halo, hiding my obsession
I once was poison ivy, but now I'm your daisy
And baby, for you, I (I) would (would) fall from grace
Just (just) to (to) touch your face
If (if) you (you) walk away
I'd beg you on my knees to stay
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (yeah, ooh)
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right
Oh, Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
I get so high, oh
Every time you're, every time you're lovin' me
You're lovin' me
Trip of my life, oh
Every time you're, every time you're touchin' me
You're touchin' me
Every time you're, every time you're lovin' me
Oh Lord, save me, my drug is my baby
I'll be usin' for the rest of my life
Usin' for the rest of my life, ohh-oh
Don't blame me, love made me crazy
If it doesn't, you ain't doin' it right (doin' it right, no)
Lord, save me, my drug is my baby
I'll be usin' for the rest of my life (oh)
Don't blame me, love made me crazy (ooh)
If it doesn't, you ain't doin' it right (you ain't doin' it right)
Oh, Lord, save me, my drug is my baby
I'll be usin' for (I'll be usin') the rest of my life (I'll be usin')
I get so high, oh
Every time you're, every time you're lovin' me
You're lovin' me
Oh, Lord, save me, my drug is my baby
I'll be usin' for the rest of my life"
